"doc_id","text","blue_sense_margin"
"2528018","james give me that blue one",0.042184929068766
"17554245","yyy yyy yyy yyy blue box",0.0420732998368327
"17705460","i xxx the blue one",0.0417607643201513
"17436895","xxx xxx um um blue",0.0412834610822457
"1874672","xxx blue baby",0.0406309243653243
"2139937","um unhunh uh uh blue",0.0402232555317695
"17562500","yyy more blue blue blueberry",0.0400769169518022
"17414881","boolet is a hugable bunny her big bow is blue",0.0399406380971967
"408667","the blue vest sunk",0.039825694485824
"2402375","mommy mommy i don't have some blue",0.0394864177157667
"17374899","my blanket that's blue and plays",0.0386292446326235
"1403233","xxx blue jay",0.0379270686691479
"17304136","xxx right now i'm coming i'm gonna get i got the blue",0.0377585276154627
"1577814","hello blue and",0.0372993179044275
"1554971","yay go blue go blue go blue",0.0365460734883686
"1853248","go find a blue one",0.0364597174664854
"399933","di is dis blue",0.0356745795314241
"825596","blue box",0.0351181176202705
"825650","blue box",0.0351181176202705
"17642153","what do you have all over you that's blue",0.0346356056243063
"2240347","uhoh there goes the blue",0.0345563018829475
"17487808","back at terrytown airport brenda blue filled up their gas tanks",0.0341710066864829
"545638","xxx there's a blue one under",0.0340490072781811
"17308358","where's blue go",0.0338407238812166
"1518485","in the deep sea blue deep deep blue sea",0.0335809658714369
"2883914","de blue one",0.0327154572020372
"17323514","dad yyy pop the blue ball the blue ball",0.0317326868376105
"1456366","well member when we saw a lobster what was blue and at the doctor's office",0.0314904446510094
"17312511","no blue one yyy yyy",0.0313196313443781
"2891642","my my blue one",0.0311204242115081
"17298019","okay give mommy some blue",0.0296930922718454
"1774282","get your other blue one if you must sit on one",0.0292032903302053
"1160097","xxx blue xxx",0.0292029922756952
"2325187","blue street",0.0288830026546587
"17384252","xxx yyy go in the blue",0.0281010792005946
"2897182","i i i i i i going to get to one bow the blue one",0.0279711398000076
"17328991","very good a blueberry is blue",0.027790988120312
"17364517","yyy find blue's clues one xxx",0.0274073092936115
"17369466","mommy yyy that blue house",0.0271252375730792
"2389975","i told xxx to save the dark blue",0.0269008925145915
"1151095","this one here the blue one",0.0266329950621232
"1609189","you're blue here and here and here and",0.0265415468136499
"1895487","oh blue cake huh",0.026535596289431
"762547","no you're blue you said you were gonna be the blue guy",0.0264708532508886
"1495880","yay go blue right",0.0262055545593426
"1472487","i wanna sit on a blue",0.0261894413515638
"17487840","boy that brenda blue sure is a big help said snuffy",0.0259025838445588
"17427705","xxx blue blankie",0.0258926640484635
"17369478","the blue house",0.0258673615818985
"736145","dis time we'll go this time you go across this rainbow and you're at blue",0.0255501823596236
"17348187","the blue box",0.0249033791444909
"17348203","the blue box",0.0249033791444909
"17402245","wanna yyy xxx red blue",0.0246284697964573
"17402509","you want blue for your potty chart",0.0244401905852363
"1409690","blue xxx the seat",0.0242371198042276
"2151247","big blue two",0.0228608168224699
"626591","don't look now your hair is blue",0.0228560725713657
"626619","don't look now your hair is blue",0.0228560725713657
"17310204","xxx blue's clues today",0.0228255101418691
"1774410","ride dat a blue one",0.0225474841419748
"745671","and this one here the blue one",0.0222487399981167
"17270170","i have your blue",0.0216491457298213
"17652409","blue went",0.0215514612418166
"1925828","well what do ya keep saying blue for",0.0212288726212213
"1933901","the last blue one",0.0211920764204221
"17362562","you are blue alright",0.0210808018092333
"1413314","blue and xxx",0.0210108577562317
"793450","blue and xxx",0.0210108268250679
"1577820","blue and xxx",0.0210108268250679
"17343147","xxx blue's clues",0.0208881017496708
"1148869","i want you have blue and i will have red",0.0208776303427944
"17310262","xxx blue's clues xxx",0.0208512052369839
"1077151","i want i want blue",0.0206537523069779
"17383129","yyy xxx water blue water",0.0205284773851924
"642758","take the blue",0.0203555628211486
"642782","take the blue",0.0203555628211486
"1407250","it's blue and xxx",0.020293002601076
"1109533","we were about to find out what the name of the little bells flower is xxx a man going by me says xxx blue bells",0.02020969843581
"1887652","dey're blue",0.0195619021477146
"17274403","now find now find someone wearing blue",0.0195326197274036
"2543979","what's blue's friends' name",0.0190002402369874
"17578268","xxx blue blue blue blue blue",0.0188949052723212
"2134829","find another blue one",0.0188197424081801
"771228","i'm taking a blue one",0.0186317299855227
"737560","wow yuh ah i go to blue again oo i'm almost through all of these",0.0186006024114025
"17531327","xxx um blue",0.0184967953282275
"2130691","how how show me that blue go",0.0183747943767547
"17488477","as snuffy and jay jay flew back to terrytown airport they got all wet but they knew when they arrived brenda blue would be waiting with a dry towel",0.0183346920154495
"17373258","woo very nice blue",0.0182879531644578
"2530724","but i hafta go blue",0.0178754887762581
"1776495","okay the blue one here",0.0175458852259247
"1160106","well there ain't no blue one",0.0173427466848215
"1018745","let's put this blue one in here okay",0.0171466847160224
"548210","xxx blue",0.0170394514215946
"642840","xxx blue",0.0170394514215946
"1126850","xxx blue",0.0170394514215946
"1148417","xxx blue",0.0170394514215946
"1722944","xxx blue",0.0170394514215946
"1945991","xxx blue",0.0170394514215946
"2378843","xxx blue",0.0170394514215946
"2500951","xxx blue",0.0170394514215946
"17302805","xxx blue",0.0170394514215946
"17336958","xxx blue",0.0170394514215946
"17398087","xxx blue",0.0170394514215946
"17426549","xxx blue",0.0170394514215946
"17697139","xxx blue",0.0170394514215946
"17434194","green train and thomas' the blue train",0.0170184751021139
"742066","i want dis no you you like blue",0.0169748749005386
"1583907","i like to sit on blue",0.016643435095488
"17705723","the blue one xxx",0.0165930732984298
"814978","the blue one xxx",0.0165930171122337
"2076795","i'll be uh i'm gonna be red i'm gonna blue",0.0164694532593136
"1134915","xxx blue one",0.0159069415801307
"17297019","xxx blue one",0.0159069415801307
"17676754","yer blue",0.0158815946949109
"17720588","wanna watch blue's",0.0158408862728627
"2317562","too red too dotty too blue too spotty",0.0157230507686633
"2318525","too red too dotty too blue too spotty",0.0157230507686633
"2318838","too red too dotty too blue too spotty",0.0157230507686633
"1587460","mommy there's blue",0.0156774402730403
"1787896","i grover the sailor will sail the ocean blue i want a sea captain's hat",0.0146473807023154
"960014","hey hey hey it turned to blue",0.0145819117291589
"1780778","there went your blue one",0.0144870223849664
"17272456","let's get the blue",0.0144405952287558
"1558894","okay put the blue one right there",0.01427273927575
"17306325","blue house",0.0139806642980062
"2858960","can't i do anything until i get another blue",0.0139419855444398
"1146087","all this blue",0.0137953200349204
"17695767","xxx red or the blue",0.0136314711062551
"17697832","yeah ya have a terrible black and blue",0.0133910884259921
"1224821","who's getting blue",0.013277273670624
"17311971","xxx blue yyy blue",0.0128662343695509
"2864558","i get de blue one",0.0127432637270484
"2864588","i get de blue one",0.0127432637270484
"17585882","she took off the blue sticky tape that was on your arm",0.0127423346231505
"1952087","blue b l m",0.0126705360363617
"717170","i'm the blue train",0.01259789934281
"17559892","yyy the blue frank goes",0.012339697943321
"1094348","after a while baby bear crept out and went to investigate a round blue oh",0.0120640455830313
"635714","purina knows xxx purina knows cat loves and it come in a little blue can weeuht purina knows what a cat loves best and it comes in a little blue can",0.0119230839211122
"17465828","that's why xxx blue",0.0115884137704951
"991990","mommy's blue again okay",0.011527580011382
"768785","xxx could i have a blue",0.0115006160600676
"2877785","this blue one",0.0112045058788307
"363953","this blue one",0.0112044741202468
"1991239","this blue one",0.0112044741202468
"2547579","blue disc",0.0111152227114867
"1573854","where's the where's blue",0.0110262860107349
"2897781","where's my blue one",0.0109430555750389
"738181","k mommy i just went to blue",0.0109330173777
"17689658","oh you want mommy to take the blue",0.0103592093936824
"17313088","xxx yyy blue one over there",0.0103447830037826
"17299595","xxx i want blue want blue clock",0.0101914807908635
"17537564","there the blue one",0.0100198939115718
"17584838","the words fire truck are in blue",0.00953034886497006
"17578355","xxx blue blue blue",0.00952375538453271
"17694987","xxx blue blue",0.00944465437069442
"17578244","blue blue blue blue blue blue blue blue xxx",0.00934620155663896
"17345313","cucumber a cucumber where my blue my blue",0.0093187558698527
"2883940","dis is the blue one",0.00930607670227884
"2132497","you want du blue one",0.00897388394142518
"2132486","you want du blue one",0.0089738572298832
"17523718","another blue one okay",0.00889006808034498
"822345","me want blue",0.00825713216755081
"2171780","going after the big blue one",0.00805217619758311
"17728403","do you wanna use this one or you wanna xxx use the blue one",0.0078501520366927
"1777244","put your blue one right here",0.00783333760920879
"1213027","oh there's a blue one xxx",0.00777054009439465
"1066853","xxx blue already",0.00743027780625777
"17667153","blue yyy xxx",0.00728962561325763
"17638232","there's no opposite of blue",0.00718449364741103
"17404915","blue is hanging from him",0.00710097875970278
"17402367","the blue's xxx",0.00697350559173943
"1095026","next was the long dark mountain tunnel and the trestle bridge which spanned the glassy blue sky blue lake",0.00695994545326925
"1156165","blue xxx",0.00679002682777058
"1565430","blue xxx",0.00679002682777058
"1712897","blue xxx",0.00679002682777058
"17359086","blue xxx",0.00679002682777058
"17686441","blue xxx",0.00679002682777058
"17713417","blue xxx",0.00679002682777058
"17489409","ah that's so sweet snuffy said brenda blue",0.00672561565969007
"746855","no go to blue",0.00644751622557704
"864559","have a blue",0.00636408754321516
"1733923","look for the blue one",0.00636105380167723
"1695908","this one over here another blue one",0.00602632733417352
"2549977","how about you have blue outside",0.00602231736337
"2877635","xxx dat blue one blue one",0.0059680049092643
"2178988","find the big blue one",0.00591918272226344
"1725387","push down the blue one",0.00582508726803727
"17357170","blue x right",0.00573998060747294
"1740625","blue no there",0.005007102571916
"2858344","you be blue",0.0048590918232706
"1840752","no one is blue two is blue",0.00479679702266689
"749041","xxx when this one fits into here the green one fits into the blue one and the blue one goes into the yellow one",0.00457362468698358
"1709132","this one's the blue",0.00443258563902504
"2082985","dis is blue and",0.0042187005743417
"1038951","i would like xxx and a blue one",0.00402034984126576
"17279609","okay the blue one here's the blue one okay",0.00346833442369704
"17374525","disappeared into the blue",0.00330249155396167
"2077543","ross are you blue",0.00325284182561109
"2372867","blue one should go to danny and andrew",0.00321113250497868
"399614","dis is blue",0.00285529668918166
"677451","dis is blue",0.00285529668918166
"1840704","dis is blue",0.00285529668918166
"2082957","dis is blue",0.00285529668918166
"2084810","dis is blue",0.00285529668918166
"17380307","look at all of the different things blue is going to do at today at school",0.00281652732657517
"993536","lips turned blue",0.00247810496868167
"17471819","daddy loves blue daddy loves blue daddy loves blue",0.00242013678778585
"17473475","and xxx blue xxx blue xxx bluey xxx xxx",0.00237455009984039
"460530","look at this blue one",0.00221748670944988
"2301432","the box i hide in is blue and square",0.00204982253058461
"17401760","xxx yyy blue o",0.00195475981163451
"342610","but where the blue one",0.00175790957544575
"933969","the goat is happy when the sky is blue",0.00175427327038791
"510694","i don't have blue you're blue",0.00148216499846465
"17584559","that one with the blue",0.00140587935011455
"579752","gimme blue",0.00138260514418848
"17301976","gimme blue",0.00138260514418848
"17305065","gimme blue",0.00138260514418848
"17305083","gimme blue",0.00138260514418848
"396242","blue blue blue and wed and wed and wed",0.00114441599956294
"1708486","find another blue one and we'll make a road",0.000977990631159498
"728731","and when i get blue i xxx a green",0.00090139972109865
"368029","out_of the blue",0.000861946069086406
"17705287","now move me to blue",0.000797769770331025
"910730","blue one goes there",0.000601691700190754
"958856","because i sort_of like blue",0.000555312955411558
"2386228","no i'm having the blue one",0.000499163398461344
"17355722","the light blue yyy xxx",0.000285334310369922
